id,uniprot,gene,chrom,start,end
"A6NNZ2","A6NNZ2",,,
"O95832","O95832",,,
"Q8N5C8","Q8N5C8",,,
"K1M2_SHEEP","K1M2_SHEEP",,,
"Q9H9S3","Q9H9S3",,,
"Q6NYC1","Q6NYC1",,,
"Q14767","Q14767",,,
"Q9HCK5","Q9HCK5",,,
"Q9UPY8","Q9UPY8",,,
"Q15022","Q15022",,,
"O00115","O00115",,,
"Q9HCE0","Q9HCE0",,,
"Q8IV48","Q8IV48",,,
"Q8WXA3","Q8WXA3",,,
"P0C7X5","P0C7X5",,,
"Q9HA47","Q9HA47",,,
"P54198","P54198",,,
"P42694","P42694",,,
"Q13535","Q13535",,,
"Q9UPR0","Q9UPR0",,,
"O14893","O14893",,,
"Q9BUK6","Q9BUK6",,,
"Q96C90","Q96C90",,,
"Q96SB8","Q96SB8",,,
"A1L4H1","A1L4H1",,,
"Q9BZL6","Q9BZL6",,,
"P30414","P30414",,,
"Q13043","Q13043",,,
"P23946","P23946",,,
"Q5JSL3","Q5JSL3",,,
"Q5T011","Q5T011",,,
"Q00005","Q00005",,,
"O14807","O14807",,,
"Q92889","Q92889",,,
"Q9Y6M4","Q9Y6M4",,,
"P08779","P08779",,,
"Q9C0D3","Q9C0D3",,,
"Q9NP64","Q9NP64",,,
"Q9BY41","Q9BY41",,,
"Q5JU69","Q5JU69",,,
"P24592","P24592",,,
"Q8ND71","Q8ND71",,,
"P53675","P53675",,,
"P19075","P19075",,,
"Q9Y2J4","Q9Y2J4",,,
"Q96RW7","Q96RW7",,,
"Q13421","Q13421",,,
"Q9ULW0","Q9ULW0",,,
"P49450","P49450",,,
"Q9NUJ3","Q9NUJ3",,,
"Q5PRF9","Q5PRF9",,,
"Q96ED9","Q96ED9",,,
"Q66GS9","Q66GS9",,,
"Q9BSW2","Q9BSW2",,,
"Q4G0X9","Q4G0X9",,,
"Q9UPQ7","Q9UPQ7",,,
"Q7Z3T8","Q7Z3T8",,,
"Q9Y693","Q9Y693",,,
"Q6ZNB6","Q6ZNB6",,,
"P55345","P55345",,,
"P55160","P55160",,,
"Q2VPK5","Q2VPK5",,,
"Q53ET0","Q53ET0",,,
"Q7Z5L7","Q7Z5L7",,,
"O14957","O14957",,,
"P55011","P55011",,,
"Q8TF72","Q8TF72",,,
"Q9HBF4","Q9HBF4",,,
"O76013","O76013",,,
"K1H6_HUMAN","K1H6_HUMAN",,,
"O43157","O43157",,,
"Q6Q759","Q6Q759",,,
"Q96FZ5","Q96FZ5",,,
"P35226","P35226",,,
"P05186","P05186",,,
"Q9P2Y5","Q9P2Y5",,,
"Q8NI37","Q8NI37",,,
"Q9BXF3","Q9BXF3",,,
"O43679","O43679",,,
"Q6ZNW5","Q6ZNW5",,,
"P50443","P50443",,,
"Q9BRT8","Q9BRT8",,,
"Q86TV6","Q86TV6",,,
"Q13449","Q13449",,,
"O95391","O95391",,,
"P0C7P4","P0C7P4",,,
"Q96ME1","Q96ME1",,,
"P46952","P46952",,,
"P20337","P20337",,,
"Q6UW63","Q6UW63",,,
"Q8NEV4","Q8NEV4",,,
"Q96NJ3","Q96NJ3",,,
"Q9HCI6","Q9HCI6",,,
"P29536","P29536",,,
"Q92888","Q92888",,,
"O75420","O75420",,,
"Q9Y4Y9","Q9Y4Y9",,,
"P62736","P62736",,,
"Q3SY84","Q3SY84",,,
"Q05D32","Q05D32",,,
"Q15528","Q15528",,,
"O43709","O43709",,,
"Q9HC52","Q9HC52",,,
"Q8TAD8","Q8TAD8",,,
"Q15554","Q15554",,,
"Q8N8A6","Q8N8A6",,,
"Q8NCU8","Q8NCU8",,,
"Q8NCS4","Q8NCS4",,,
"Q96EC8","Q96EC8",,,
"P45381","P45381",,,
"P46020","P46020",,,
"Q9UGT4","Q9UGT4",,,
"Q3B726","Q3B726",,,
"Q4V9L6","Q4V9L6",,,
"Q8NEV8","Q8NEV8",,,
"P29374","P29374",,,
"Q6STE5","Q6STE5",,,
"P01761","P01761",,,
"P50749","P50749",,,
"Q8IUH3","Q8IUH3",,,
"Q9H6A9","Q9H6A9",,,
"Q9UNH6","Q9UNH6",,,
"P25067","P25067",,,
"O15381","O15381",,,
"Q8N954","Q8N954",,,
"Q96B77","Q96B77",,,
"TRY1_BOVIN","TRY1_BOVIN",,,
"P82970","P82970",,,
"Q9Y5T5","Q9Y5T5",,,
"P08922","P08922",,,
"P15088","P15088",,,
"Q96HV5","Q96HV5",,,
"O14686","O14686",,,
"P63267","P63267",,,
"Q86VP3","Q86VP3",,,
"Q13574","Q13574",,,
"Q8IVN8","Q8IVN8",,,
"Q6PK18","Q6PK18",,,
"O75317","O75317",,,
"Q96QZ7","Q96QZ7",,,
"O15541","O15541",,,
"Q5JTB6","Q5JTB6",,,
"CASB_BOVIN","CASB_BOVIN",,,
"P23025","P23025",,,
"P81877","P81877",,,
"P08648","P08648",,,
"Q8IUX4","Q8IUX4",,,
"P04440","P04440",,,
"P08493","P08493",,,
"Q8IVF2","Q8IVF2",,,
"Q96Q06","Q96Q06",,,
"Q9NPR9","Q9NPR9",,,
"P57678","P57678",,,
"Q9HCP0","Q9HCP0",,,
"Q8IX01","Q8IX01",,,
"Q86VW0","Q86VW0",,,
"Q9Y3D8","Q9Y3D8",,,
"Q2KHT3","Q2KHT3",,,
"Q96FZ2","Q96FZ2",,,
"Q13395","Q13395",,,
"Q96NW4","Q96NW4",,,
"Q9Y6K1","Q9Y6K1",,,
"O94806","O94806",,,
"Q15054","Q15054",,,
"P14621","P14621",,,
"Q6PHR2","Q6PHR2",,,
"O95273","O95273",,,
"Q9HD89","Q9HD89",,,
"Q04656","Q04656",,,
"P02788","P02788",,,
"TRFL_HUMAN","TRFL_HUMAN",,,
"P51784","P51784",,,
"Q04864","Q04864",,,
"O94952","O94952",,,
"Q8IWB1","Q8IWB1",,,
"Q96RL1","Q96RL1",,,
"Q8WUY8","Q8WUY8",,,
"O94804","O94804",,,
"Q15014","Q15014",,,
"P48200","P48200",,,
"P50613","P50613",,,
"P38432","P38432",,,
"Q9NZE8","Q9NZE8",,,
"Q15714","Q15714",,,
"Q7L1V2","Q7L1V2",,,
"Q9C0G6","Q9C0G6",,,
"Q7Z569","Q7Z569",,,
"Q969L2","Q969L2",,,
"O95999","O95999",,,
"P31146","P31146",,,
"P55290","P55290",,,
"O75382","O75382",,,
"O60462","O60462",,,
"Q9BX40","Q9BX40",,,
"Q9NNX6","Q9NNX6",,,
"Q03164","Q03164",,,
"Q6IE36","Q6IE36",,,
"P30825","P30825",,,
"P51688","P51688",,,
"Q9P2N7","Q9P2N7",,,
"Q4L180","Q4L180",,,
"Q8WU58","Q8WU58",,,
"P60002","P60002",,,
"Q9BQI9","Q9BQI9",,,
"Q9UKN7","Q9UKN7",,,
"Q7KYR7","Q7KYR7",,,
"Q92828","Q92828",,,
"Q9UMZ3","Q9UMZ3",,,
"Q8N9A8","Q8N9A8",,,
"P84101","P84101",,,
"P32322","P32322",,,
"Q9Y6X4","Q9Y6X4",,,
"Q86WN1","Q86WN1",,,
"Q8TB96","Q8TB96",,,
"Q5TCS8","Q5TCS8",,,
"Q8IUF8","Q8IUF8",,,
"Q9Y4H2","Q9Y4H2",,,
"Q96A08","Q96A08",,,
"Q9BZZ2","Q9BZZ2",,,
"O60287","O60287",,,
"Q92759","Q92759",,,
"P45954","P45954",,,
"P48059","P48059",,,
"Q6PCB0","Q6PCB0",,,
"O60239","O60239",,,
"P49448","P49448",,,
"Q9H0E9","Q9H0E9",,,
"Q92633","Q92633",,,
"Q9Y314","Q9Y314",,,
"P03952","P03952",,,
"Q9NZN3","Q9NZN3",,,
"Q9NR12","Q9NR12",,,
"O75128","O75128",,,
"Q9BZJ3","Q9BZJ3",,,
"P01591","P01591",,,
"Q6P3X3","Q6P3X3",,,
"Q99633","Q99633",,,
"Q5I7T1","Q5I7T1",,,
"P12931","P12931",,,
"Q8TCU4","Q8TCU4",,,
"O95707","O95707",,,
"P23276","P23276",,,
"P0CF74","P0CF74",,,
"Q92963","Q92963",,,
"Q99611","Q99611",,,
"Q96SL4","Q96SL4",,,
"Q15772","Q15772",,,
"P09104","P09104",,,
"Q7Z4R8","Q7Z4R8",,,
"Q9BUK0","Q9BUK0",,,
"O94819","O94819",,,
"Q9P2A4","Q9P2A4",,,
"P08F94","P08F94",,,
"Q2VIR3","Q2VIR3",,,
"Q9BPZ7","Q9BPZ7",,,
"Q8IY37","Q8IY37",,,
"A7E2V4","A7E2V4",,,
"Q9BY67","Q9BY67",,,
"Q9HD40","Q9HD40",,,
"Q9UBT7","Q9UBT7",,,
"Q92466","Q92466",,,
"P02008","P02008",,,
"Q8IYL3","Q8IYL3",,,
"Q93050","Q93050",,,
"Q00587","Q00587",,,
"Q8N5X7","Q8N5X7",,,
"Q8N436","Q8N436",,,
"P01701","P01701",,,
"O95837","O95837",,,
"Q9P266","Q9P266",,,
"P22413","P22413",,,
"O15446","O15446",,,
"P29466","P29466",,,
"Q15118","Q15118",,,
"P17535","P17535",,,
"Q14520","Q14520",,,
"Q02318","Q02318",,,
"Q9NRR3","Q9NRR3",,,
"P20231","P20231",,,
"Q15661","Q15661",,,
"Q9H8Y5","Q9H8Y5",,,
"Q14999","Q14999",,,
"Q96GW9","Q96GW9",,,
"Q6NTF9","Q6NTF9",,,
"O75147","O75147",,,
"Q6NUK4","Q6NUK4",,,
"O95926","O95926",,,
"O95210","O95210",,,
"Q9P0T7","Q9P0T7",,,
"Q6AI08","Q6AI08",,,
"Q96G28","Q96G28",,,
"Q6P9B9","Q6P9B9",,,
"P14555","P14555",,,
"Q9Y2K2","Q9Y2K2",,,
"O15344","O15344",,,
"Q96BY9","Q96BY9",,,
"O43665","O43665",,,
"Q16831","Q16831",,,
"O75525","O75525",,,
"O75845","O75845",,,
"Q8N5J2","Q8N5J2",,,
"O00559","O00559",,,
"P30530","P30530",,,
"O95359","O95359",,,
"P20930","P20930",,,
"Q9GZT4","Q9GZT4",,,
"P01877","P01877",,,
"P13760","P13760",,,
"Q9Y6N1","Q9Y6N1",,,
"Q9UHW5","Q9UHW5",,,
"P20036","P20036",,,
"O95199","O95199",,,
"Q9Y3L3","Q9Y3L3",,,
"Q15413","Q15413",,,
"P01619","P01619",,,
"P51157","P51157",,,
"Q9UPR3","Q9UPR3",,,
"O15504","O15504",,,
"O95996","O95996",,,
"P80404","P80404",,,
"Q9NZR1","Q9NZR1",,,
"Q9H4L4","Q9H4L4",,,
"P80723","P80723",,,
"Q8N4C8","Q8N4C8",,,
"Q9HC98","Q9HC98",,,
"Q9BTT6","Q9BTT6",,,
"A1X283","A1X283",,,
"Q0PNE2","Q0PNE2",,,
"Q13530","Q13530",,,
"O60673","O60673",,,
"P00325","P00325",,,
"GSTA1_HUMAN","GSTA1_HUMAN",,,
"Q8TEP8","Q8TEP8",,,
"P78345","P78345",,,
"Q5MIZ7","Q5MIZ7",,,
"Q9BPY3","Q9BPY3",,,
"Q96JQ0","Q96JQ0",,,
"Q6P4F2","Q6P4F2",,,
"Q8N6M3","Q8N6M3",,,
"Q9H4B0","Q9H4B0",,,
"Q5VZK9","Q5VZK9",,,
"P01621","P01621",,,
"Q9UIL1","Q9UIL1",,,
"Q8NB49","Q8NB49",,,
"Q9NSY1","Q9NSY1",,,
"O43677","O43677",,,
"Q9Y2J2","Q9Y2J2",,,
"O94885","O94885",,,
"Q4G0X4","Q4G0X4",,,
"P04278","P04278",,,
"Q01974","Q01974",,,
"Q9Y484","Q9Y484",,,
"Q15904","Q15904",,,
"O75417","O75417",,,
"Q9BSQ5","Q9BSQ5",,,
"Q99547","Q99547",,,
"P50747","P50747",,,
"Q9UD71","Q9UD71",,,
"Q9ULQ1","Q9ULQ1",,,
"Q93096","Q93096",,,
"Q9H1A4","Q9H1A4",,,
"Q15596","Q15596",,,
"P04424","P04424",,,
"P29622","P29622",,,
"O15182","O15182",,,
"P28715","P28715",,,
"P47974","P47974",,,
"O43189","O43189",,,
"Q96EI5","Q96EI5",,,
"Q9BPX3","Q9BPX3",,,
"P21695","P21695",,,
"Q9Y5K3","Q9Y5K3",,,
"Q8TDY4","Q8TDY4",,,
"Q6PJI9","Q6PJI9",,,
"O43505","O43505",,,
"Q9NYL4","Q9NYL4",,,
"Q8N5A5","Q8N5A5",,,
"P15336","P15336",,,
"O75781","O75781",,,
"Q9NZ63","Q9NZ63",,,
"P36954","P36954",,,
"Q8N442","Q8N442",,,
"Q75N03","Q75N03",,,
"Q12873","Q12873",,,
"P38935","P38935",,,
"Q96R05","Q96R05",,,
"KRHB6_HUMAN","KRHB6_HUMAN",,,
"O43790","O43790",,,
"Q96AM1","Q96AM1",,,
"Q5KU26","Q5KU26",,,
"Q96ID5","Q96ID5",,,
"Q07092","Q07092",,,
"Q15906","Q15906",,,
"KRHB3_HUMAN","KRHB3_HUMAN",,,
"Q8IY18","Q8IY18",,,
"P56277","P56277",,,
"P42773","P42773",,,
"P01771","P01771",,,
"Q14568","Q14568",,,
"O75808","O75808",,,
"O76062","O76062",,,
"P0DJI9","P0DJI9",,,
"P78368","P78368",,,
"Q6V0I7","Q6V0I7",,,
"P10114","P10114",,,
"Q76FK4","Q76FK4",,,
"A8MSI8","A8MSI8",,,
"P04216","P04216",,,
"O75414","O75414",,,
"P53803","P53803",,,
"Q08174","Q08174",,,
"Q6UUV9","Q6UUV9",,,
"Q16656","Q16656",,,
"Q969S3","Q969S3",,,
"O15056","O15056",,,
"Q5HY64","Q5HY64",,,
"O75764","O75764",,,
"Q9H6W3","Q9H6W3",,,
"Q14119","Q14119",,,
"Q9H0P0","Q9H0P0",,,
"Q14790","Q14790",,,
"Q5T0B9","Q5T0B9",,,
"Q8IZ69","Q8IZ69",,,
"P29400","P29400",,,
"Q99569","Q99569",,,
"Q9UKB1","Q9UKB1",,,
"Q7Z4S6","Q7Z4S6",,,
"Q5SXM8","Q5SXM8",,,
"Q9Y221","Q9Y221",,,
"Q9UKT8","Q9UKT8",,,
"Q9P0K8","Q9P0K8",,,
"Q9H5V9","Q9H5V9",,,
"Q6GQQ9","Q6GQQ9",,,
"Q5JPI3","Q5JPI3",,,
"Q8IWA0","Q8IWA0",,,
"P17544","P17544",,,
"Q86SQ0","Q86SQ0",,,
"Q96LZ7","Q96LZ7",,,
"Q8NHP6","Q8NHP6",,,
"Q9BV10","Q9BV10",,,
"Q5TC63","Q5TC63",,,
"Q16853","Q16853",,,
"O43374","O43374",,,
"P09467","P09467",,,
"P00374","P00374",,,
"P29084","P29084",,,
"A6NJS3","A6NJS3",,,
"P01715","P01715",,,
"Q8N108","Q8N108",,,
"P25963","P25963",,,
"P11532","P11532",,,
"Q6XE24","Q6XE24",,,
"P07948","P07948",,,
"Q96SJ8","Q96SJ8",,,
"Q6PL24","Q6PL24",,,
"A0PJW6","A0PJW6",,,
"Q6IE37","Q6IE37",,,
"P15924","P15924",,,
"P00488","P00488",,,
"Q9NVR2","Q9NVR2",,,
"Q9P2D1","Q9P2D1",,,
"Q96B54","Q96B54",,,
"P49662","P49662",,,
"O60518","O60518",,,
"Q9Y232","Q9Y232",,,
"Q86UX2","Q86UX2",,,
"Q8IZD2","Q8IZD2",,,
"Q7L311","Q7L311",,,
"Q9UJX5","Q9UJX5",,,
"Q9Y2K7","Q9Y2K7",,,
"Q8IV63","Q8IV63",,,
"Q8TBC5","Q8TBC5",,,
"Q8IVP5","Q8IVP5",,,
"Q9ULE3","Q9ULE3",,,
"Q9NQY0","Q9NQY0",,,
"Q15723","Q15723",,,
"O94886","O94886",,,
"Q86YT6","Q86YT6",,,
"Q14849","Q14849",,,
"Q15532","Q15532",,,
"Q9Y657","Q9Y657",,,
"P23497","P23497",,,
"Q6P582","Q6P582",,,
"Q86WJ1","Q86WJ1",,,
"O95810","O95810",,,
"Q14126","Q14126",,,
"Q96JA1","Q96JA1",,,
"O15213","O15213",,,
"Q14315","Q14315",,,
"P51606","P51606",,,
"Q5U5R9","Q5U5R9",,,
"P43251","P43251",,,
"Q9Y6Q2","Q9Y6Q2",,,
"Q15833","Q15833",,,
"Q68CP4","Q68CP4",,,
"P25940","P25940",,,
"O60262","O60262",,,
"Q8WXI4","Q8WXI4",,,
"O95873","O95873",,,
"A6NHL2","A6NHL2",,,
"O94986","O94986",,,
"P33121","P33121",,,
"Q9NP73","Q9NP73",,,
"Q9H2C0","Q9H2C0",,,
"Q03519","Q03519",,,
"Q96G21","Q96G21",,,
"O95551","O95551",,,
"P04220","P04220",,,
"Q5T1V6","Q5T1V6",,,
"Q9C0F1","Q9C0F1",,,
"O43805","O43805",,,
"P17661","P17661",,,
"Q5U651","Q5U651",,,
"Q15542","Q15542",,,
"Q6NXS1","Q6NXS1",,,
"P0CG38","P0CG38",,,
"Q9Y2E4","Q9Y2E4",,,
"Q96T66","Q96T66",,,
"O43353","O43353",,,
"O75817","O75817",,,
"O15417","O15417",,,
"Q9Y4C2","Q9Y4C2",,,
"Q6UXL0","Q6UXL0",,,
"Q6P179","Q6P179",,,
"Q9H8W4","Q9H8W4",,,
"Q96JI7","Q96JI7",,,
"Q8TED0","Q8TED0",,,
"P08243","P08243",,,
"Q8N5B7","Q8N5B7",,,
"Q01118","Q01118",,,
"O94915","O94915",,,
"Q9UEE9","Q9UEE9",,,
"K1C9_HUMAN","K1C9_HUMAN",,,
"O14524","O14524",,,
"Q9NPR2","Q9NPR2",,,
"Q6ZMP0","Q6ZMP0",,,
"Q04721","Q04721",,,
"Q9BZ95","Q9BZ95",,,
"P00740","P00740",,,
"Q9H9Y6","Q9H9Y6",,,
"Q9NSC5","Q9NSC5",,,
"P02786","P02786",,,
"Q9NRK6","Q9NRK6",,,
"Q8IVF4","Q8IVF4",,,
"O15015","O15015",,,
"O14511","O14511",,,
"P06241","P06241",,,
"P58876","P58876",,,
"Q9NR48","Q9NR48",,,
"Q86VD7","Q86VD7",,,
"Q9Y4B4","Q9Y4B4",,,
"Q7Z2E3","Q7Z2E3",,,
"O95757","O95757",,,
"Q96AY4","Q96AY4",,,
"Q4V339","Q4V339",,,
"Q5RIA9","Q5RIA9",,,
"Q5JTY5","Q5JTY5",,,
"Q9Y2G8","Q9Y2G8",,,
"P15090","P15090",,,
"Q8NBJ4","Q8NBJ4",,,
"Q9NYC9","Q9NYC9",,,
"P17029","P17029",,,
"Q9P2G1","Q9P2G1",,,
"Q9H6S0","Q9H6S0",,,
"P54098","P54098",,,
"Q6NYC8","Q6NYC8",,,
"P56557","P56557",,,
"O00519","O00519",,,
"Q53GL7","Q53GL7",,,
"O95678","O95678",,,
"Q9NSI6","Q9NSI6",,,
"Q8WUY3","Q8WUY3",,,
"Q9NQC7","Q9NQC7",,,
"Q9NRN5","Q9NRN5",,,
"Q9Y4R8","Q9Y4R8",,,
"Q96ES7","Q96ES7",,,
"Q99879","Q99879",,,
"Q15848","Q15848",,,
"Q460N5","Q460N5",,,
"O76027","O76027",,,
"Q9NUV9","Q9NUV9",,,
"P33991","P33991",,,
"Q9BVK2","Q9BVK2",,,
"P51790","P51790",,,
"O60244","O60244",,,
"Q6UXH9","Q6UXH9",,,
"Q9H0R6","Q9H0R6",,,
"O15066","O15066",,,
"P29083","P29083",,,
"Q9Y2R4","Q9Y2R4",,,
"P48061","P48061",,,
"Q92871","Q92871",,,
"Q2TAZ0","Q2TAZ0",,,
"Q16643","Q16643",,,
"Q8IYW2","Q8IYW2",,,
"P16671","P16671",,,
"P78386","P78386",,,
"KRHB5_HUMAN","KRHB5_HUMAN",,,
"O75718","O75718",,,
"O75449","O75449",,,
"Q7Z3B1","Q7Z3B1",,,
"Q13683","Q13683",,,
"P49116","P49116",,,
"Q5SNT2","Q5SNT2",,,
"Q9H6Y2","Q9H6Y2",,,
"O14791","O14791",,,
"Q9NRA2","Q9NRA2",,,
"Q8TBB5","Q8TBB5",,,
"Q01995","Q01995",,,
"Q96A73","Q96A73",,,
"Q8NFH8","Q8NFH8",,,
"O14709","O14709",,,
"P01712","P01712",,,
"Q16254","Q16254",,,
"P19022","P19022",,,
"P11802","P11802",,,
"Q03468","Q03468",,,
"P20591","P20591",,,
"Q13164","Q13164",,,
"Q9UK59","Q9UK59",,,
"Q6P1Q9","Q6P1Q9",,,
"Q8TDF5","Q8TDF5",,,
"Q99549","Q99549",,,
"Q13614","Q13614",,,
"Q9P0U4","Q9P0U4",,,
"Q86VV8","Q86VV8",,,
"Q8NBF6","Q8NBF6",,,
"P52895","P52895",,,
"Q8N1G2","Q8N1G2",,,
"O94880","O94880",,,
"P06317","P06317",,,
"Q8N2M8","Q8N2M8",,,
"P43007","P43007",,,
"Q9Y5V3","Q9Y5V3",,,
"Q5VTL8","Q5VTL8",,,
"Q9BXV9","Q9BXV9",,,
"O15234","O15234",,,
"Q5NDL2","Q5NDL2",,,
"Q9NPI6","Q9NPI6",,,
"Q15759","Q15759",,,
"Q86WG5","Q86WG5",,,
"P01611","P01611",,,
"Q9UBM7","Q9UBM7",,,
"Q9H7H0","Q9H7H0",,,
"Q96GZ6","Q96GZ6",,,
"Q8IZ73","Q8IZ73",,,
"Q10469","Q10469",,,
"Q53GS7","Q53GS7",,,
"P12821","P12821",,,
"P03973","P03973",,,
"Q53GG5","Q53GG5",,,
"Q8N465","Q8N465",,,
"Q96EB1","Q96EB1",,,
"Q8WWI5","Q8WWI5",,,
"Q16773","Q16773",,,
"Q02413","Q02413",,,
"Q5UIP0","Q5UIP0",,,
"Q96PE3","Q96PE3",,,
"Q9BVI4","Q9BVI4",,,
"Q8N9T8","Q8N9T8",,,
"Q96BY7","Q96BY7",,,
"Q8ND30","Q8ND30",,,
"P33993","P33993",,,
"Q96F07","Q96F07",,,
"Q9NUS5","Q9NUS5",,,
"Q96A19","Q96A19",,,
"P61599","P61599",,,
"Q9Y385","Q9Y385",,,
"Q96NT0","Q96NT0",,,
"O43739","O43739",,,
"Q9NUK0","Q9NUK0",,,
"Q9UKA9","Q9UKA9",,,
"O14498","O14498",,,
"Q6ZRS2","Q6ZRS2",,,
"P01624","P01624",,,
"Q8NEY8","Q8NEY8",,,
"Q96CB8","Q96CB8",,,
"P0CAP2","P0CAP2",,,
"Q9HCM4","Q9HCM4",,,
"Q8TBM8","Q8TBM8",,,
"Q9HCB6","Q9HCB6",,,
"Q6PIJ6","Q6PIJ6",,,
"Q6SPF0","Q6SPF0",,,
"P55287","P55287",,,
"P13196","P13196",,,
"O43572","O43572",,,
"Q9H871","Q9H871",,,
"Q8WWP7","Q8WWP7",,,
"Q8WX93","Q8WX93",,,
"Q8WY91","Q8WY91",,,
"Q92610","Q92610",,,
"O00268","O00268",,,
"Q9NP66","Q9NP66",,,
"Q8N3X1","Q8N3X1",,,
"Q8IUI8","Q8IUI8",,,
"Q8N4X5","Q8N4X5",,,
"P78539","P78539",,,
"Q9NPB8","Q9NPB8",,,
"Q15653","Q15653",,,
"Q96IG2","Q96IG2",,,
"P13284","P13284",,,
"LYSC_CHICK","LYSC_CHICK",,,
"Q9NP90","Q9NP90",,,
"P16144","P16144",,,
"Q8IWB9","Q8IWB9",,,
"Q70UQ0","Q70UQ0",,,
"O00423","O00423",,,
"P42684","P42684",,,
"Q14676","Q14676",,,
"O00566","O00566",,,
"P37840","P37840",,,
"P07225","P07225",,,
"Q8TD26","Q8TD26",,,
"O95425","O95425",,,
"Q8TED1","Q8TED1",,,
"Q96AB6","Q96AB6",,,
"Q9P2M7","Q9P2M7",,,
"O00459","O00459",,,
"O60336","O60336",,,
"O00182","O00182",,,
"P06681","P06681",,,
"Q9Y6X9","Q9Y6X9",,,
"Q9NRC6","Q9NRC6",,,
"O43299","O43299",,,
"Q02338","Q02338",,,
"Q9NYP7","Q9NYP7",,,
"P57721","P57721",,,
"P54687","P54687",,,
"P04434","P04434",,,
"Q8N3F0","Q8N3F0",,,
"Q9Y3C1","Q9Y3C1",,,
"Q9P2K6","Q9P2K6",,,
"Q9P2K5","Q9P2K5",,,
"P52435","P52435",,,
"P04229","P04229",,,
"O14494","O14494",,,
"Q12872","Q12872",,,
"Q9NX70","Q9NX70",,,
"O75394","O75394",,,
"Q9NWZ3","Q9NWZ3",,,
"P49069","P49069",,,
"Q9H8T0","Q9H8T0",,,
"P09936","P09936",,,
"P25440","P25440",,,
"Q9C0D5","Q9C0D5",,,
"A0AVI2","A0AVI2",,,
"O95248","O95248",,,
"P49006","P49006",,,
"Q8N752","Q8N752",,,
"Q8TD47","Q8TD47",,,
"Q9ULH7","Q9ULH7",,,
"Q9BU76","Q9BU76",,,
"P09038","P09038",,,
"Q9H814","Q9H814",,,
"Q9BX67","Q9BX67",,,
"KRHB1_HUMAN","KRHB1_HUMAN",,,
"P50281","P50281",,,
"Q9BYW2","Q9BYW2",,,
"P56945","P56945",,,
"Q8IZ21","Q8IZ21",,,
"Q9NY93","Q9NY93",,,
"Q8TBM7","Q8TBM7",,,
"Q14533","Q14533",,,
"Q9BWU0","Q9BWU0",,,
"Q9BTC8","Q9BTC8",,,
"Q9UJY4","Q9UJY4",,,
"Q8NI08","Q8NI08",,,
"Q8WV22","Q8WV22",,,
"Q9UL40","Q9UL40",,,
"O60234","O60234",,,
"P25445","P25445",,,
"Q9Y6Y0","Q9Y6Y0",,,
"Q9NVM1","Q9NVM1",,,
"Q2VIQ3","Q2VIQ3",,,
"Q8IUG5","Q8IUG5",,,
"P41222","P41222",,,
"Q08554","Q08554",,,
"Q6WKZ4","Q6WKZ4",,,
"P10746","P10746",,,
"O75911","O75911",,,
"Q7L3B6","Q7L3B6",,,
"Q8WUX9","Q8WUX9",,,
"Q8N1G0","Q8N1G0",,,
"Q6P1Q0","Q6P1Q0",,,
"Q7L8L6","Q7L8L6",,,
"Q14562","Q14562",,,
"Q15326","Q15326",,,
"Q9ULX3","Q9ULX3",,,
"P01608","P01608",,,
"Q9UJY1","Q9UJY1",,,
"P04275","P04275",,,
"Q8IUC6","Q8IUC6",,,
"P01705","P01705",,,
"Q5VWQ8","Q5VWQ8",,,
"Q8N4C6","Q8N4C6",,,
"P01762","P01762",,,
"Q9P021","Q9P021",,,
"Q96LD8","Q96LD8",,,
"P56937","P56937",,,
"Q9UNX4","Q9UNX4",,,
"Q13625","Q13625",,,
"Q02161","Q02161",,,
"O43929","O43929",,,
"Q9NUM3","Q9NUM3",,,
"Q8NDT2","Q8NDT2",,,
"O75881","O75881",,,
"O95478","O95478",,,
"Q9NYB9","Q9NYB9",,,
"Q06481","Q06481",,,
"Q16637","Q16637",,,
"O95278","O95278",,,
"P42892","P42892",,,
"P15502","P15502",,,
"Q9NQG1","Q9NQG1",,,
"O00635","O00635",,,
"Q13615","Q13615",,,
"P54646","P54646",,,
"P34810","P34810",,,
"Q9H8M1","Q9H8M1",,,
"Q96NT5","Q96NT5",,,
"P30038","P30038",,,
"Q7Z7F0","Q7Z7F0",,,
"Q96G46","Q96G46",,,
"O00757","O00757",,,
"P41226","P41226",,,
"O15078","O15078",,,
"Q96JQ2","Q96JQ2",,,
"A8CG34","A8CG34",,,
"P04920","P04920",,,
"O95347","O95347",,,
"P0CG04","P0CG04",,,
"Q9H0S4","Q9H0S4",,,
"Q96ER3","Q96ER3",,,
"O95858","O95858",,,
"Q9BQI0","Q9BQI0",,,
"Q32P41","Q32P41",,,
"P01780","P01780",,,
"Q9BVS4","Q9BVS4",,,
"Q7L5Y9","Q7L5Y9",,,
"P16591","P16591",,,
"P06310","P06310",,,
"O00712","O00712",,,
"CAH2_HUMAN","CAH2_HUMAN",,,
"Q5VZF2","Q5VZF2",,,
"O14556","O14556",,,
"Q9ULK0","Q9ULK0",,,
"O43301","O43301",,,
"Q6EEV4","Q6EEV4",,,
"Q15345","Q15345",,,
"O94875","O94875",,,
"Q8TAD4","Q8TAD4",,,
"Q7Z6I8","Q7Z6I8",,,
"O95180","O95180",,,
"Q92845","Q92845",,,
